area,bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway,floor,floors_total,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_salaries_1000,mean_salaries_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,price_per_m,rooms,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500
55.1,13,3,73,19,80,26,0,0,169,2751,658,1400,2,7,2,1,4,0,19,0,2,0,51,55,45,50,7,2,70,19,31,5,222323,1,3,0,213,64,0,0,0,0,4,1,73,15
58.6,16,8,35,11,52,10,0,0,181,5408,2269,1600,6,9,6,1,1,1,3,0,1,0,51,45,41,40,5,1,19,3,9,2,114739,2,0,0,158,35,1,1,9,0,1,0,184,24
70.0,10,0,38,4,33,8,1,0,208,8361,795,800,7,19,0,0,0,0,1,0,0,0,45,46,36,35,3,0,15,5,1,0,72142,3,2,0,157,53,1,0,9,4,0,0,163,81
49.6,2,1,48,18,20,2,0,0,129,4347,1142,800,2,6,1,0,1,0,0,0,3,0,61,63,50,55,1,0,6,1,5,1,310000,1,0,0,74,5,1,0,0,0,0,0,194,39
42.7,9,0,63,0,43,0,0,0,511,3922,942,700,1,6,1,0,4,0,4,0,2,0,57,0,50,0,9,0,7,0,5,0,275000,1,1,0,100,0,1,0,1,0,0,0,194,0
45.9,2,0,32,8,11,1,0,0,335,5528,1682,700,3,7,0,0,1,0,0,0,1,0,53,58,46,40,0,0,1,0,11,2,350762,1,0,0,16,2,1,0,0,0,0,0,53,7
42.7,9,0,63,0,43,0,0,0,511,3922,942,700,1,6,1,0,4,0,4,0,2,0,57,0,50,0,9,0,7,0,5,0,275000,1,1,0,100,0,1,0,1,0,0,0,194,0
46.5,7,0,22,6,14,1,0,0,322,6791,3561,1100,16,22,2,0,0,0,1,1,0,0,64,52,70,50,1,0,6,0,2,0,247311,1,0,0,46,7,0,0,7,4,0,0,113,18
68.5,4,1,86,32,24,10,1,1,170,5811,671,1000,9,10,4,2,1,0,4,1,2,1,44,27,32,26,2,0,23,9,11,2,163072,1,1,0,119,49,0,0,11,6,1,0,50,6
46.5,7,0,22,6,14,1,0,0,322,6791,3561,1100,16,22,2,0,0,0,1,1,0,0,64,52,70,50,1,0,6,0,2,0,247311,1,0,0,46,7,0,0,7,4,0,0,113,18
60.6,10,4,46,9,62,5,2,0,345,3691,436,800,7,10,3,0,2,0,8,3,8,6,53,61,45,50,5,2,51,11,7,1,123750,2,3,1,196,50,2,1,2,0,1,1,158,19
44.0,23,10,85,30,130,42,1,0,34,3530,708,500,5,7,4,2,6,2,14,5,2,1,59,59,50,50,24,8,54,10,19,4,295454,1,3,0,368,113,2,1,4,0,1,0,252,142
51.3,7,2,63,15,31,9,0,0,158,3608,765,2000,6,8,5,2,1,1,3,1,1,0,51,48,45,48,2,0,37,6,29,9,212124,1,2,0,75,21,0,0,4,0,3,0,37,1
44.0,23,10,85,30,130,42,1,0,34,3530,708,500,5,7,4,2,6,2,14,5,2,1,59,59,50,50,24,8,54,10,19,4,295454,1,3,0,368,113,2,1,4,0,1,0,252,142
62.7,4,2,89,38,19,6,0,0,102,4221,1318,1600,4,10,2,0,1,1,4,1,2,1,34,36,30,34,5,2,23,8,20,4,143381,2,0,0,65,15,0,0,11,6,3,1,146,59
61.3,1,1,35,22,19,6,0,0,165,5785,2157,200,2,7,0,0,1,1,1,0,2,1,52,63,47,60,0,0,0,0,18,2,324632,1,0,0,18,11,1,1,0,0,0,0,44,13
44.0,18,5,83,20,154,39,2,0,104,2618,333,800,3,6,5,2,6,2,16,5,2,0,59,44,44,32,29,5,59,26,53,12,159090,2,4,3,337,87,2,0,11,5,0,0,163,40
49.0,2,1,48,18,20,2,0,0,129,4347,1142,800,3,6,1,0,1,0,0,0,3,0,61,63,50,55,1,0,6,1,5,1,324632,1,0,0,74,5,1,0,0,0,0,0,194,39
61.3,1,1,35,22,19,6,0,0,165,5785,2157,200,2,7,0,0,1,1,1,0,2,1,52,63,47,60,0,0,0,0,18,2,324632,1,0,0,18,11,1,1,0,0,0,0,44,13
63.0,13,5,37,11,41,9,2,0,244,3344,172,300,3,12,4,1,3,1,10,5,10,3,53,54,47,47,6,1,46,9,5,1,158730,1,3,1,184,56,1,1,2,0,1,1,148,75
43.9,53,17,97,26,357,131,3,1,153,1714,243,300,7,9,8,3,8,4,163,60,6,2,49,51,40,42,102,17,235,90,46,11,227881,1,8,5,1028,344,2,1,6,0,0,0,343,97
63.0,13,5,37,11,41,9,2,0,244,3344,172,300,3,12,4,1,3,1,10,5,10,3,53,54,47,47,6,1,46,9,5,1,158730,1,3,1,184,56,1,1,2,0,1,1,148,75
65.0,5,5,38,19,26,21,1,1,107,5560,211,300,2,23,1,1,0,0,2,1,2,2,58,60,46,50,4,4,4,2,1,1,138461,2,1,1,64,44,1,0,2,2,0,0,308,183
39.3,39,10,58,20,320,68,3,1,196,1798,412,600,2,5,9,1,8,1,91,25,5,1,55,50,47,40,84,30,209,52,45,9,300254,1,11,3,830,162,1,1,2,0,3,0,295,68
38.0,35,1,118,23,193,45,2,0,56,3864,107,600,6,7,4,0,5,0,20,7,7,2,64,47,50,40,34,11,54,6,54,6,169736,2,4,1,550,152,2,0,10,0,1,0,320,20
39.3,39,10,58,20,320,68,3,1,196,1798,412,600,2,5,9,1,8,1,91,25,5,1,55,50,47,40,84,30,209,52,45,9,300254,1,11,3,830,162,1,1,2,0,3,0,295,68
45.3,53,17,97,26,357,131,3,1,153,1714,243,300,9,9,8,3,8,4,163,60,6,2,49,51,40,42,102,17,235,90,46,11,223863,1,8,5,1028,344,2,1,6,0,0,0,343,97
57.6,20,4,69,27,110,27,1,0,125,3452,723,400,1,3,5,1,6,2,10,4,2,1,58,50,50,40,21,4,51,3,18,2,187065,1,3,0,282,64,2,1,3,1,0,0,250,25
80.8,14,9,77,28,120,37,0,0,45,2776,174,400,2,5,4,3,7,3,10,5,2,0,53,45,43,32,25,3,50,29,41,3,105074,2,3,2,250,106,1,1,10,4,1,0,90,44
57.6,20,4,69,27,110,27,1,0,125,3452,723,400,1,3,5,1,6,2,10,4,2,1,58,50,50,40,21,4,51,3,18,2,187065,1,3,0,282,64,2,1,3,1,0,0,250,25
64.4,5,1,42,22,16,4,0,0,140,5121,1934,1900,10,16,1,0,1,0,2,1,1,1,47,54,45,51,2,0,6,2,2,1,119565,2,0,0,51,14,0,0,2,0,1,1,24,8
55.1,13,3,73,19,80,26,0,0,169,2751,658,1400,2,7,2,1,4,0,19,0,2,0,51,55,45,50,7,2,70,19,31,5,222323,1,3,0,213,64,0,0,0,0,4,1,73,15
55.1,13,3,73,19,80,26,0,0,169,2751,658,1400,2,7,2,1,4,0,19,0,2,0,51,55,45,50,7,2,70,19,31,5,222323,1,3,0,213,64,0,0,0,0,4,1,73,15
72.0,16,6,71,26,123,37,1,0,207,2693,40,600,6,6,4,3,6,3,12,4,3,0,53,44,43,32,25,4,53,28,47,8,145694,1,4,2,267,101,1,0,9,5,0,0,90,41
45.9,2,0,32,8,11,1,0,0,335,5528,1682,700,3,7,0,0,1,0,0,0,1,0,53,58,46,40,0,0,1,0,11,2,350762,1,0,0,16,2,1,0,0,0,0,0,53,7
45.9,2,0,32,8,11,1,0,0,335,5528,1682,700,3,7,0,0,1,0,0,0,1,0,53,58,46,40,0,0,1,0,11,2,350762,1,0,0,16,2,1,0,0,0,0,0,53,7
47.2,8,2,61,16,50,11,0,0,185,3194,838,1800,4,10,3,0,1,1,5,0,1,0,55,62,50,64,4,0,42,29,23,6,222457,1,1,0,132,23,0,0,3,0,4,1,38,12
58.6,16,8,35,11,52,10,0,0,181,5408,2269,1600,6,9,6,1,1,1,3,0,1,0,51,45,41,40,5,1,19,3,9,2,114739,2,0,0,158,35,1,1,9,0,1,0,184,24
68.5,4,1,86,32,24,10,1,1,170,5811,671,1000,9,10,4,2,1,0,4,1,2,1,44,27,32,26,2,0,23,9,11,2,163072,1,1,0,119,49,0,0,11,6,1,0,50,6
63.9,2,1,9,0,20,4,0,0,548,5280,1069,1200,2,14,0,0,2,0,0,0,2,1,66,83,50,60,3,0,22,5,3,0,107531,2,0,0,44,6,0,0,0,0,0,0,194,42
68.5,4,1,86,32,24,10,1,1,170,5811,671,1000,9,10,4,2,1,0,4,1,2,1,44,27,32,26,2,0,23,9,11,2,163072,1,1,0,119,49,0,0,11,6,1,0,50,6
75.4,1,0,41,12,11,0,0,0,297,4370,833,1200,2,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,170500,1,1,0,26,0,0,0,0,0,0,0,141,1
51.3,7,2,63,15,31,9,0,0,158,3608,765,2000,6,8,5,2,1,1,3,1,1,0,51,48,45,48,2,0,37,6,29,9,212124,1,2,0,75,21,0,0,4,0,3,0,37,1
51.3,7,2,63,15,31,9,0,0,158,3608,765,2000,6,8,5,2,1,1,3,1,1,0,51,48,45,48,2,0,37,6,29,9,212124,1,2,0,75,21,0,0,4,0,3,0,37,1
60.6,10,4,46,9,62,5,2,0,345,3691,436,800,7,10,3,0,2,0,8,3,8,6,53,61,45,50,5,2,51,11,7,1,123750,2,3,1,196,50,2,1,2,0,1,1,158,19
76.9,1,0,41,12,11,0,0,0,297,4370,833,1200,5,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,180500,1,1,0,26,0,0,0,0,0,0,0,141,1
49.0,2,1,48,18,20,2,0,0,129,4347,1142,800,3,6,1,0,1,0,0,0,3,0,61,63,50,55,1,0,6,1,5,1,324632,1,0,0,74,5,1,0,0,0,0,0,194,39
56.6,0,0,41,15,7,2,0,0,127,7685,1832,2500,9,9,0,0,0,0,0,0,1,0,58,68,50,55,0,0,3,1,3,1,98939,3,0,0,40,7,0,0,8,0,0,0,37,14
65.1,1,0,41,12,11,0,0,0,297,4370,833,1200,3,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,155000,1,1,0,26,0,0,0,0,0,0,0,141,1
49.0,2,1,48,18,20,2,0,0,129,4347,1142,800,3,6,1,0,1,0,0,0,3,0,61,63,50,55,1,0,6,1,5,1,324632,1,0,0,74,5,1,0,0,0,0,0,194,39
43.9,53,17,97,26,357,131,3,1,153,1714,243,300,7,9,8,3,8,4,163,60,6,2,49,51,40,42,102,17,235,90,46,11,227881,1,8,5,1028,344,2,1,6,0,0,0,343,97
43.9,53,17,97,26,357,131,3,1,153,1714,243,300,7,9,8,3,8,4,163,60,6,2,49,51,40,42,102,17,235,90,46,11,227881,1,8,5,1028,344,2,1,6,0,0,0,343,97
68.2,1,0,28,6,7,1,0,0,255,7995,1632,1600,6,25,0,0,0,0,0,0,1,0,56,0,44,0,0,0,4,1,3,0,115102,2,0,0,17,5,0,0,13,0,0,0,22,0
56.6,0,0,41,15,7,2,0,0,127,7685,1832,2500,9,9,0,0,0,0,0,0,1,0,58,68,50,55,0,0,3,1,3,1,98939,3,0,0,40,7,0,0,8,0,0,0,37,14
44.0,18,5,83,20,154,39,2,0,104,2618,333,800,3,6,5,2,6,2,16,5,2,0,59,44,44,32,29,5,59,26,53,12,159090,2,4,3,337,87,2,0,11,5,0,0,163,40
51.9,2,2,13,8,5,5,0,0,84,7314,2041,1400,8,9,0,0,0,0,1,1,2,0,41,51,40,47,0,0,3,0,0,0,99229,3,0,0,25,18,0,0,0,0,0,0,73,15
55.7,7,2,63,15,31,9,0,0,158,3608,765,1900,3,8,5,2,1,1,3,1,1,0,51,48,45,48,2,0,37,6,29,9,188509,1,2,0,75,21,0,0,4,0,3,0,37,1
45.3,53,17,97,26,357,131,3,1,153,1714,243,300,9,9,8,3,8,4,163,60,6,2,49,51,40,42,102,17,235,90,46,11,223863,1,8,5,1028,344,2,1,6,0,0,0,343,97
45.3,53,17,97,26,357,131,3,1,153,1714,243,300,9,9,8,3,8,4,163,60,6,2,49,51,40,42,102,17,235,90,46,11,223863,1,8,5,1028,344,2,1,6,0,0,0,343,97
51.0,10,2,75,15,31,9,0,0,181,4412,478,1100,3,5,3,0,2,1,4,1,0,0,50,49,45,40,7,1,16,1,16,4,118627,2,3,1,119,21,1,0,4,0,1,0,139,67
62.9,3,0,59,20,6,1,0,0,369,4929,1265,1100,4,10,0,0,2,0,0,0,2,1,61,36,52,36,0,0,3,1,6,0,217734,1,0,0,19,3,0,0,0,0,0,0,92,1
51.9,2,2,13,8,5,5,0,0,84,7314,2041,1400,8,9,0,0,0,0,1,1,2,0,41,51,40,47,0,0,3,0,0,0,99229,3,0,0,25,18,0,0,0,0,0,0,73,15
38.0,35,1,118,23,193,45,2,0,56,3864,107,600,6,7,4,0,5,0,20,7,7,2,64,47,50,40,34,11,54,6,54,6,169736,2,4,1,550,152,2,0,10,0,1,0,320,20
72.0,16,6,71,26,123,37,1,0,207,2693,40,600,6,6,4,3,6,3,12,4,3,0,53,44,43,32,25,4,53,28,47,8,145694,1,4,2,267,101,1,0,9,5,0,0,90,41
72.0,16,6,71,26,123,37,1,0,207,2693,40,600,6,6,4,3,6,3,12,4,3,0,53,44,43,32,25,4,53,28,47,8,145694,1,4,2,267,101,1,0,9,5,0,0,90,41
57.3,6,1,42,10,35,5,0,0,102,6652,296,800,1,5,1,1,4,1,2,0,1,0,51,37,45,32,1,0,40,7,4,3,78534,3,2,1,173,31,1,0,0,0,0,0,149,13
60.0,7,0,22,6,14,1,0,0,322,6791,3561,1100,6,18,2,0,0,0,1,1,0,0,64,52,70,50,1,0,6,0,2,0,194166,1,0,0,46,7,0,0,7,4,0,0,113,18
47.2,8,2,61,16,50,11,0,0,185,3194,838,1800,4,10,3,0,1,1,5,0,1,0,55,62,50,64,4,0,42,29,23,6,222457,1,1,0,132,23,0,0,3,0,4,1,38,12
47.2,8,2,61,16,50,11,0,0,185,3194,838,1800,4,10,3,0,1,1,5,0,1,0,55,62,50,64,4,0,42,29,23,6,222457,1,1,0,132,23,0,0,3,0,4,1,38,12
75.4,1,0,41,12,11,0,0,0,297,4370,833,1200,2,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,170500,1,1,0,26,0,0,0,0,0,0,0,141,1
68.4,27,8,38,8,231,84,1,1,288,1645,326,600,2,3,10,5,12,1,49,16,3,0,56,58,50,52,63,13,199,81,141,16,204590,1,4,1,546,203,1,0,7,3,5,2,321,61
73.6,66,26,97,36,522,189,6,3,222,1065,464,300,4,5,10,2,9,1,194,96,12,3,52,51,40,40,172,54,315,135,71,14,116847,2,12,3,1262,479,4,4,15,7,4,0,435,289
78.9,32,11,78,26,272,87,1,0,235,1200,417,800,16,27,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,54499,3,5,1,434,144,3,1,0,0,1,0,167,49
75.4,1,0,41,12,11,0,0,0,297,4370,833,1200,2,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,170500,1,1,0,26,0,0,0,0,0,0,0,141,1
57.3,6,1,42,10,35,5,0,0,102,6652,296,800,1,5,1,1,4,1,2,0,1,0,51,37,45,32,1,0,40,7,4,3,78534,3,2,1,173,31,1,0,0,0,0,0,149,13
41.0,56,16,72,25,467,100,4,3,114,188,122,300,2,4,7,4,5,2,152,22,17,0,51,48,40,35,201,34,328,80,106,41,256097,1,7,1,906,156,3,1,18,6,6,3,380,99
76.9,1,0,41,12,11,0,0,0,297,4370,833,1200,5,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,180500,1,1,0,26,0,0,0,0,0,0,0,141,1
76.9,1,0,41,12,11,0,0,0,297,4370,833,1200,5,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,180500,1,1,0,26,0,0,0,0,0,0,0,141,1
63.9,2,1,9,0,20,4,0,0,548,5280,1069,1200,2,14,0,0,2,0,0,0,2,1,66,83,50,60,3,0,22,5,3,0,107531,2,0,0,44,6,0,0,0,0,0,0,194,42
78.9,32,11,78,26,272,87,1,0,235,1200,417,800,16,27,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,54499,3,5,1,434,144,3,1,0,0,1,0,167,49
76.0,2,0,49,18,11,1,0,0,177,4480,1048,1300,6,10,0,0,1,0,1,0,2,0,61,72,55,55,1,0,5,2,4,0,170500,1,0,0,35,3,0,0,0,0,0,0,143,16
65.1,1,0,41,12,11,0,0,0,297,4370,833,1200,3,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,155000,1,1,0,26,0,0,0,0,0,0,0,141,1
65.1,1,0,41,12,11,0,0,0,297,4370,833,1200,3,10,1,0,1,0,1,0,1,0,60,50,50,50,0,0,6,1,2,0,155000,1,1,0,26,0,0,0,0,0,0,0,141,1
60.6,10,4,46,9,62,5,2,0,345,3691,436,800,7,10,3,0,2,0,8,3,8,6,53,61,45,50,5,2,51,11,7,1,123750,2,3,1,196,50,2,1,2,0,1,1,158,19
60.3,32,11,78,26,272,87,1,0,235,1200,417,1400,9,18,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,65307,3,5,1,434,144,3,1,0,0,1,0,167,49
75.0,13,7,84,20,88,30,1,0,181,4131,731,300,4,10,2,1,3,1,8,1,3,1,59,62,50,50,18,1,34,8,12,4,245333,1,1,0,255,98,1,1,0,0,1,1,250,183
55.7,7,2,63,15,31,9,0,0,158,3608,765,1900,3,8,5,2,1,1,3,1,1,0,51,48,45,48,2,0,37,6,29,9,188509,1,2,0,75,21,0,0,4,0,3,0,37,1
55.7,7,2,63,15,31,9,0,0,158,3608,765,1900,3,8,5,2,1,1,3,1,1,0,51,48,45,48,2,0,37,6,29,9,188509,1,2,0,75,21,0,0,4,0,3,0,37,1
68.2,1,0,28,6,7,1,0,0,255,7995,1632,1600,6,25,0,0,0,0,0,0,1,0,56,0,44,0,0,0,4,1,3,0,115102,2,0,0,17,5,0,0,13,0,0,0,22,0
57.5,32,11,78,26,272,87,1,0,235,1200,417,1600,5,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,71126,3,5,1,434,144,3,1,0,0,1,0,167,49
60.3,32,11,78,26,272,87,1,0,235,1200,417,1400,9,18,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,65307,3,5,1,434,144,3,1,0,0,1,0,167,49
58.6,16,8,35,11,52,10,0,0,181,5408,2269,1600,4,9,6,1,1,1,3,0,1,0,51,45,41,40,5,1,19,3,9,2,113556,2,0,0,158,35,1,1,9,0,1,0,184,24
62.9,3,0,59,20,6,1,0,0,369,4929,1265,1100,4,10,0,0,2,0,0,0,2,1,61,36,52,36,0,0,3,1,6,0,217734,1,0,0,19,3,0,0,0,0,0,0,92,1
46.0,2,2,16,0,15,1,0,0,740,5443,704,900,7,15,0,0,2,0,0,0,1,1,64,66,50,60,3,1,12,3,3,0,239130,1,1,0,34,5,0,0,2,0,0,0,190,24
63.9,32,11,78,26,272,87,1,0,235,1200,417,1500,2,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,80502,3,5,1,434,144,3,1,0,0,1,0,167,49
62.9,3,0,59,20,6,1,0,0,369,4929,1265,1100,4,10,0,0,2,0,0,0,2,1,61,36,52,36,0,0,3,1,6,0,217734,1,0,0,19,3,0,0,0,0,0,0,92,1
57.5,32,11,78,26,272,87,1,0,235,1200,417,1600,5,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,71126,3,5,1,434,144,3,1,0,0,1,0,167,49
52.0,3,0,59,20,6,1,0,0,369,4929,1265,1100,6,10,0,0,2,0,0,0,2,1,61,36,52,36,0,0,3,1,6,0,240384,1,0,0,19,3,0,0,0,0,0,0,92,1
52.3,32,11,78,26,272,87,1,0,235,1200,417,1300,1,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,67416,3,5,1,434,144,3,1,0,0,1,0,167,49
63.9,32,11,78,26,272,87,1,0,235,1200,417,1500,2,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,80502,3,5,1,434,144,3,1,0,0,1,0,167,49
51.0,10,2,75,15,31,9,0,0,181,4412,478,1100,3,5,3,0,2,1,4,1,0,0,50,49,45,40,7,1,16,1,16,4,118627,2,3,1,119,21,1,0,4,0,1,0,139,67
47.4,14,12,39,18,32,26,0,0,232,6221,2813,200,11,11,3,0,1,0,1,1,3,2,58,52,57,50,3,2,14,6,7,3,240506,1,0,0,119,78,1,1,7,3,0,0,217,90
60.0,7,0,22,6,14,1,0,0,322,6791,3561,1100,6,18,2,0,0,0,1,1,0,0,64,52,70,50,1,0,6,0,2,0,194166,1,0,0,46,7,0,0,7,4,0,0,113,18
60.0,7,0,22,6,14,1,0,0,322,6791,3561,1100,6,18,2,0,0,0,1,1,0,0,64,52,70,50,1,0,6,0,2,0,194166,1,0,0,46,7,0,0,7,4,0,0,113,18
52.3,32,11,78,26,272,87,1,0,235,1200,417,1300,1,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,67416,3,5,1,434,144,3,1,0,0,1,0,167,49
65.0,0,0,12,2,4,0,0,0,464,5837,2786,1300,13,24,0,0,0,0,1,0,1,0,58,55,50,55,0,0,2,0,0,0,118153,2,0,0,15,1,0,0,0,0,0,0,19,1
74.0,58,12,95,13,417,145,5,1,53,1136,20,200,3,4,6,2,9,7,151,37,12,4,50,54,40,45,135,47,287,72,49,13,189189,1,9,2,1116,342,7,2,18,7,1,0,422,113
68.4,27,8,38,8,231,84,1,1,288,1645,326,600,2,3,10,5,12,1,49,16,3,0,56,58,50,52,63,13,199,81,141,16,204590,1,4,1,546,203,1,0,7,3,5,2,321,61
68.4,27,8,38,8,231,84,1,1,288,1645,326,600,2,3,10,5,12,1,49,16,3,0,56,58,50,52,63,13,199,81,141,16,204590,1,4,1,546,203,1,0,7,3,5,2,321,61
58.8,32,11,78,26,272,87,1,0,235,1200,417,1600,1,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,69497,3,5,1,434,144,3,1,0,0,1,0,167,49
41.0,56,16,72,25,467,100,4,3,114,188,122,300,2,4,7,4,5,2,152,22,17,0,51,48,40,35,201,34,328,80,106,41,256097,1,7,1,906,156,3,1,18,6,6,3,380,99
41.0,56,16,72,25,467,100,4,3,114,188,122,300,2,4,7,4,5,2,152,22,17,0,51,48,40,35,201,34,328,80,106,41,256097,1,7,1,906,156,3,1,18,6,6,3,380,99
58.8,32,11,78,26,272,87,1,0,235,1200,417,1600,1,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,69497,3,5,1,434,144,3,1,0,0,1,0,167,49
76.0,2,0,49,18,11,1,0,0,177,4480,1048,1300,6,10,0,0,1,0,1,0,2,0,61,72,55,55,1,0,5,2,4,0,170500,1,0,0,35,3,0,0,0,0,0,0,143,16
55.4,32,11,78,26,272,87,1,0,235,1200,417,1500,2,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,87047,3,5,1,434,144,3,1,0,0,1,0,167,49
73.6,66,26,97,36,522,189,6,3,222,1065,464,300,4,5,10,2,9,1,194,96,12,3,52,51,40,40,172,54,315,135,71,14,116847,2,12,3,1262,479,4,4,15,7,4,0,435,289
76.0,2,0,49,18,11,1,0,0,177,4480,1048,1300,6,10,0,0,1,0,1,0,2,0,61,72,55,55,1,0,5,2,4,0,170500,1,0,0,35,3,0,0,0,0,0,0,143,16
63.9,2,1,9,0,20,4,0,0,548,5280,1069,1200,2,14,0,0,2,0,0,0,2,1,66,83,50,60,3,0,22,5,3,0,107531,2,0,0,44,6,0,0,0,0,0,0,194,42
57.6,32,11,78,26,272,87,1,0,235,1200,417,1500,16,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,84275,3,5,1,434,144,3,1,0,0,1,0,167,49
55.4,32,11,78,26,272,87,1,0,235,1200,417,1500,2,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,87047,3,5,1,434,144,3,1,0,0,1,0,167,49
57.6,32,11,78,26,272,87,1,0,235,1200,417,1500,16,17,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,84275,3,5,1,434,144,3,1,0,0,1,0,167,49
59.8,32,11,78,26,272,87,1,0,235,1200,417,1400,15,18,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,65677,3,5,1,434,144,3,1,0,0,1,0,167,49
58.3,53,10,70,21,446,123,7,1,188,1180,105,600,4,9,11,2,10,3,150,33,5,3,53,67,44,57,142,68,297,79,78,28,272710,1,12,4,976,305,1,0,13,4,5,3,413,66
75.0,13,7,84,20,88,30,1,0,181,4131,731,300,4,10,2,1,3,1,8,1,3,1,59,62,50,50,18,1,34,8,12,4,245333,1,1,0,255,98,1,1,0,0,1,1,250,183
50.1,5,2,35,17,13,1,0,0,202,5484,1037,4300,1,17,2,1,0,0,0,0,0,0,59,56,55,56,6,1,8,1,14,10,111782,3,0,0,88,29,0,0,10,4,0,0,32,1
62.8,3,0,59,20,6,1,0,0,369,4929,1265,1100,8,10,0,0,2,0,0,0,2,1,61,36,52,36,0,0,3,1,6,0,243057,1,0,0,19,3,0,0,0,0,0,0,92,1
59.8,32,11,78,26,272,87,1,0,235,1200,417,1400,15,18,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,65677,3,5,1,434,144,3,1,0,0,1,0,167,49
46.0,2,2,16,0,15,1,0,0,740,5443,704,900,7,15,0,0,2,0,0,0,1,1,64,66,50,60,3,1,12,3,3,0,239130,1,1,0,34,5,0,0,2,0,0,0,190,24
68.2,1,0,28,6,7,1,0,0,255,7995,1632,1600,6,25,0,0,0,0,0,0,1,0,56,0,44,0,0,0,4,1,3,0,115102,2,0,0,17,5,0,0,13,0,0,0,22,0
50.1,5,2,35,17,13,1,0,0,202,5484,1037,4300,1,17,2,1,0,0,0,0,0,0,59,56,55,56,6,1,8,1,14,10,111782,3,0,0,88,29,0,0,10,4,0,0,32,1
54.6,9,0,63,0,43,0,0,0,511,3922,942,700,1,6,1,0,4,0,4,0,2,0,57,0,50,0,9,0,7,0,5,0,280000,1,1,0,100,0,1,0,1,0,0,0,194,0
58.3,6,2,33,12,37,7,0,0,94,6367,376,900,1,20,2,1,4,1,3,1,2,0,51,41,45,24,1,0,42,4,4,3,97003,3,2,1,176,43,1,0,0,0,0,0,149,13
52.0,3,0,59,20,6,1,0,0,369,4929,1265,1100,6,10,0,0,2,0,0,0,2,1,61,36,52,36,0,0,3,1,6,0,240384,1,0,0,19,3,0,0,0,0,0,0,92,1
58.6,16,8,35,11,52,10,0,0,181,5408,2269,1600,4,9,6,1,1,1,3,0,1,0,51,45,41,40,5,1,19,3,9,2,113556,2,0,0,158,35,1,1,9,0,1,0,184,24
63.6,7,5,49,18,41,24,0,0,62,3935,1193,500,8,9,3,2,2,1,2,2,5,2,55,51,46,45,2,1,26,8,17,3,203144,1,0,0,103,79,1,0,16,5,1,1,212,79
47.4,14,12,39,18,32,26,0,0,232,6221,2813,200,11,11,3,0,1,0,1,1,3,2,58,52,57,50,3,2,14,6,7,3,240506,1,0,0,119,78,1,1,7,3,0,0,217,90
51.0,10,2,75,15,31,9,0,0,181,4412,478,1100,3,5,3,0,2,1,4,1,0,0,50,49,45,40,7,1,16,1,16,4,118627,2,3,1,119,21,1,0,4,0,1,0,139,67
58.3,6,2,33,12,37,7,0,0,94,6367,376,900,1,20,2,1,4,1,3,1,2,0,51,41,45,24,1,0,42,4,4,3,97003,3,2,1,176,43,1,0,0,0,0,0,149,13
